bike_id,total_used_hrs,total_possible_hrs,total_unused_hrs,percent_used
7699,1184.0,38640,37456.0,3.06
303,1621.0,53064,51443.0,3.05
4656,1948.0,67263,65315.0,2.9
18797,857.0,17038,16181.0,5.03
1001,1906.0,53569,51663.0,3.56
7287,2043.0,67307,65264.0,3.04
12129,2727.0,67262,64535.0,4.05
8402,1943.0,67099,65156.0,2.9
19593,845.0,15676,14831.0,5.39
5735,2399.0,67266,64867.0,3.57
16236,1775.0,32678,30903.0,5.43
10240,1432.0,37631,36199.0,3.81
323,1205.0,36460,35255.0,3.3
4258,733.0,37585,36852.0,1.95
15734,593.0,14182,13589.0,4.18
10162,2561.0,67316,64755.0,3.8
5151,1087.0,38866,37779.0,2.8
9961,1466.0,67133,65667.0,2.18
59695,53.0,1068,1015.0,4.96
52049,70.0,2969,2899.0,2.36
55664,469.0,3006,2537.0,15.6
55406,81.0,2978,2897.0,2.72
60321,79.0,2429,2350.0,3.25
52845,61.0,2938,2877.0,2.08
6797,1588.0,41975,40387.0,3.78
7280,1201.0,37857,36656.0,3.17
21972,290.0,5404,5114.0,5.37
15160,1643.0,36064,34421.0,4.56
9424,1266.0,23046,21780.0,5.49
12975,1941.0,67254,65313.0,2.89
3839,1933.0,66325,64392.0,2.91
251,1173.0,39612,38439.0,2.96
20695,475.0,10740,10265.0,4.42
17390,1483.0,24785,23302.0,5.98
11060,2117.0,67325,65208.0,3.14
765,1534.0,48131,46597.0,3.19
12462,2157.0,67332,65175.0,3.2
14860,1915.0,48052,46137.0,3.99
17274,1040.0,22325,21285.0,4.66
22193,319.0,5129,4810.0,6.22
14130,1098.0,30387,29289.0,3.61
11324,1186.0,65433,64247.0,1.81
19768,712.0,15385,14673.0,4.63
18289,1079.0,21226,20147.0,5.08
10417,1118.0,35370,34252.0,3.16
9195,2152.0,67274,65122.0,3.2
3634,1493.0,65731,64238.0,2.27
868,1936.0,63836,61900.0,3.03
18580,718.0,17501,16783.0,4.1
3683,2324.0,53091,50767.0,4.38
19059,934.0,16271,15337.0,5.74
15819,1909.0,40112,38203.0,4.76
10898,1331.0,30870,29539.0,4.31
18781,1007.0,17054,16047.0,5.9
15558,1555.0,42988,41433.0,3.62
894,1241.0,34504,33263.0,3.6
6113,1292.0,48589,47297.0,2.66
19176,687.0,16322,15635.0,4.21
13787,1364.0,38163,36799.0,3.57
19688,866.0,15096,14230.0,5.74
3348,2021.0,53971,51950.0,3.74
8103,2122.0,67331,65209.0,3.15
990,1957.0,53576,51619.0,3.65
14522,2296.0,51406,49110.0,4.47
4530,1909.0,53408,51499.0,3.57
10524,1870.0,63338,61468.0,2.95
13627,1070.0,24864,23794.0,4.3
17670,1019.0,17196,16177.0,5.93
8204,1483.0,43454,41971.0,3.41
23028,329.0,6844,6515.0,4.81
3984,1510.0,52449,50939.0,2.88
15591,1642.0,41802,40160.0,3.93
9549,428.0,16757,16329.0,2.55
22868,424.0,7342,6918.0,5.77
13501,1422.0,49102,47680.0,2.9
22373,381.0,4973,4592.0,7.66
16190,1328.0,30324,28996.0,4.38
12981,2780.0,67339,64559.0,4.13
19519,847.0,15767,14920.0,5.37
762,72.0,2766,2694.0,2.6
21351,448.0,10303,9855.0,4.35
10844,307.0,7012,6705.0,4.38
3571,1679.0,52348,50669.0,3.21
615,2290.0,67304,65014.0,3.4
192,1322.0,43954,42632.0,3.01
18329,816.0,17429,16613.0,4.68
19891,921.0,17525,16604.0,5.26
346,2008.0,66237,64229.0,3.03
14245,1079.0,36819,35740.0,2.93
9300,1073.0,29675,28602.0,3.62
23694,82.0,891,809.0,9.2
51919,59.0,2666,2607.0,2.21
55191,37.0,2956,2919.0,1.25
51486,86.0,3007,2921.0,2.86
20045,639.0,15601,14962.0,4.1
8573,2450.0,55649,53199.0,4.4
16300,1726.0,32646,30920.0,5.29
18931,856.0,16667,15811.0,5.14
16796,1695.0,30166,28471.0,5.62
16321,1666.0,33670,32004.0,4.95
20008,815.0,14602,13787.0,5.58
8231,2189.0,67262,65073.0,3.25
19011,813.0,15008,14195.0,5.42
15791,1266.0,43029,41763.0,2.94
21398,522.0,10308,9786.0,5.06
15685,1595.0,40416,38821.0,3.95
8425,2175.0,66923,64748.0,3.25
9871,1482.0,65194,63712.0,2.27
1970,1415.0,52483,51068.0,2.7
20404,642.0,16130,15488.0,3.98
21213,400.0,9964,9564.0,4.01
19789,714.0,13164,12450.0,5.42
4910,1406.0,47119,45713.0,2.98
4149,2521.0,67319,64798.0,3.74
4896,993.0,27799,26806.0,3.57
2008,1477.0,54438,52961.0,2.71
21363,442.0,7192,6750.0,6.15
21885,237.0,8482,8245.0,2.79
2503,1526.0,62060,60534.0,2.46
11690,2652.0,67305,64653.0,3.94
5835,1897.0,44902,43005.0,4.22
6061,1460.0,52922,51462.0,2.76
5238,755.0,14372,13617.0,5.25
19378,732.0,14764,14032.0,4.96
8955,1529.0,44158,42629.0,3.46
11003,2368.0,67287,64919.0,3.52
7004,2373.0,67293,64920.0,3.53
21550,432.0,10149,9717.0,4.26
20631,153.0,9100,8947.0,1.68
14675,1729.0,48279,46550.0,3.58
8436,631.0,22186,21555.0,2.84
22268,443.0,4986,4543.0,8.88
12507,2327.0,63989,61662.0,3.64
21518,443.0,7153,6710.0,6.19
9924,1933.0,47357,45424.0,4.08
808,1610.0,50791,49181.0,3.17
13695,1772.0,39989,38217.0,4.43
17797,1187.0,18148,16961.0,6.54
4026,1928.0,51170,49242.0,3.77
17269,1132.0,22251,21119.0,5.09
1291,1356.0,54771,53415.0,2.48
22747,320.0,7272,6952.0,4.4
5519,1398.0,38721,37323.0,3.61
3076,1239.0,31787,30548.0,3.9
53107,81.0,2979,2898.0,2.72
54228,82.0,2994,2912.0,2.74
58918,89.0,2335,2246.0,3.81
54339,156.0,2953,2797.0,5.28
52661,68.0,3000,2932.0,2.27
56137,60.0,1155,1095.0,5.19
10049,1643.0,63869,62226.0,2.57
16841,1263.0,26414,25151.0,4.78
18927,634.0,16665,16031.0,3.8
20589,737.0,11936,11199.0,6.17
22617,330.0,4569,4239.0,7.22
19859,871.0,18288,17417.0,4.76
19762,773.0,13866,13093.0,5.57
15427,1974.0,45275,43301.0,4.36
20132,725.0,14279,13554.0,5.08
18194,1051.0,18215,17164.0,5.77
7078,1969.0,67280,65311.0,2.93
16777,1690.0,27120,25430.0,6.23
22751,345.0,4442,4097.0,7.77
10140,2521.0,66808,64287.0,3.77
2028,2038.0,67173,65135.0,3.03
2887,1714.0,53899,52185.0,3.18
8823,2428.0,67199,64771.0,3.61
17420,1211.0,24762,23551.0,4.89
11504,1596.0,67284,65688.0,2.37
756,1100.0,27794,26694.0,3.96
17058,1185.0,22753,21568.0,5.21
20596,444.0,14995,14551.0,2.96
18039,1087.0,18518,17431.0,5.87
21189,465.0,8658,8193.0,5.37
11957,853.0,24288,23435.0,3.51
18301,959.0,18145,17186.0,5.29
19014,919.0,16632,15713.0,5.53
9346,2419.0,66611,64192.0,3.63
14346,1815.0,53386,51571.0,3.4
21954,345.0,4995,4650.0,6.91
22581,325.0,7688,7363.0,4.23
6893,496.0,15988,15492.0,3.1
11986,1592.0,66862,65270.0,2.38
3548,1380.0,46250,44870.0,2.98
15122,1590.0,42315,40725.0,3.76
4540,2376.0,66964,64588.0,3.55
14747,1953.0,50115,48162.0,3.9
17346,1355.0,19761,18406.0,6.86
14366,1335.0,49137,47802.0,2.72
2931,1616.0,52971,51355.0,3.05
18495,696.0,15888,15192.0,4.38
9399,2315.0,67050,64735.0,3.45
20290,636.0,12984,12348.0,4.9
679,1928.0,65661,63733.0,2.94
21369,386.0,10370,9984.0,3.72
14794,1908.0,53045,51137.0,3.6
22295,218.0,4993,4775.0,4.37
8311,1640.0,65207,63567.0,2.52
14000,744.0,17860,17116.0,4.17
1124,1384.0,65835,64451.0,2.1
114,1548.0,53185,51637.0,2.91
9193,1959.0,67305,65346.0,2.91
1371,162.0,3359,3197.0,4.82
16342,250.0,5177,4927.0,4.83
2477,471.0,12532,12061.0,3.76
1848,1728.0,49554,47826.0,3.49
10616,2332.0,67200,64868.0,3.47
10129,1937.0,67108,65171.0,2.89
3820,370.0,13368,12998.0,2.77
14678,1477.0,52999,51522.0,2.79
17124,1305.0,22716,21411.0,5.74
1953,1568.0,40805,39237.0,3.84
18100,544.0,8577,8033.0,6.34
19550,430.0,15796,15366.0,2.72
21337,410.0,10248,9838.0,4.0
12974,647.0,15608,14961.0,4.15
11049,1574.0,43788,42214.0,3.59
12600,2070.0,67273,65203.0,3.08
15102,622.0,45039,44417.0,1.38
4453,1632.0,48471,46839.0,3.37
19460,1062.0,15867,14805.0,6.69
15241,1134.0,30272,29138.0,3.75
19221,900.0,16317,15417.0,5.52
21034,722.0,10798,10076.0,6.69
11843,1858.0,63725,61867.0,2.92
13314,2278.0,61228,58950.0,3.72
7430,1638.0,58135,56497.0,2.82
18865,844.0,15625,14781.0,5.4
14100,2136.0,55256,53120.0,3.87
23765,80.0,3909,3829.0,2.05
58115,79.0,2888,2809.0,2.74
20847,467.0,11133,10666.0,4.19
58699,93.0,2990,2897.0,3.11
55700,121.0,3003,2882.0,4.03
35773,34.0,2828,2794.0,1.2
11044,1467.0,55829,54362.0,2.63
22223,113.0,8157,8044.0,1.39
17321,1093.0,21822,20729.0,5.01
8363,2336.0,67227,64891.0,3.47
22354,375.0,7932,7557.0,4.73
10791,1625.0,65734,64109.0,2.47
19881,808.0,14456,13648.0,5.59
904,251.0,1737,1486.0,14.45
5122,1824.0,51690,49866.0,3.53
16201,523.0,12811,12288.0,4.08
18108,836.0,18575,17739.0,4.5
15709,1169.0,39861,38692.0,2.93
17504,1351.0,24542,23191.0,5.5
15878,1053.0,38055,37002.0,2.77
14836,1733.0,49263,47530.0,3.52
19514,924.0,18841,17917.0,4.9
13943,2160.0,55920,53760.0,3.86
14157,1991.0,55588,53597.0,3.58
17039,909.0,24913,24004.0,3.65
1691,2323.0,63583,61260.0,3.65
15552,955.0,30909,29954.0,3.09
5608,1483.0,52898,51415.0,2.8
14882,2076.0,47591,45515.0,4.36
2796,1701.0,54324,52623.0,3.13
22848,337.0,7418,7081.0,4.54
18161,855.0,18268,17413.0,4.68
172,1713.0,64673,62960.0,2.65
20454,799.0,14487,13688.0,5.52
11282,1570.0,54583,53013.0,2.88
5531,2412.0,67236,64824.0,3.59
2091,1405.0,39579,38174.0,3.55
5511,404.0,48850,48446.0,0.83
14240,1948.0,53569,51621.0,3.64
6822,2406.0,66898,64492.0,3.6
16500,975.0,21937,20962.0,4.44
21030,593.0,8594,8001.0,6.9
19373,846.0,14455,13609.0,5.85
13109,2128.0,63239,61111.0,3.37
19734,789.0,15210,14421.0,5.19
12224,538.0,12744,12206.0,4.22
22881,405.0,7214,6809.0,5.61
17560,1296.0,19095,17799.0,6.79
14612,1307.0,39132,37825.0,3.34
16193,1251.0,32786,31535.0,3.82
20344,678.0,17249,16571.0,3.93
52163,78.0,2506,2428.0,3.11
24258,35.0,2503,2468.0,1.4
60111,93.0,2424,2331.0,3.84
23353,74.0,2927,2853.0,2.53
57596,67.0,3007,2940.0,2.23
52412,78.0,2988,2910.0,2.61
10723,2404.0,67214,64810.0,3.58
21585,490.0,10081,9591.0,4.86
18553,1063.0,17569,16506.0,6.05
18209,975.0,18243,17268.0,5.34
1583,1674.0,46372,44698.0,3.61
1804,1832.0,52919,51087.0,3.46
10961,2411.0,67236,64825.0,3.59
22164,377.0,8284,7907.0,4.55
19357,812.0,15773,14961.0,5.15
18778,974.0,17006,16032.0,5.73
20857,369.0,7980,7611.0,4.62
4832,1690.0,49480,47790.0,3.42
1094,1392.0,40490,39098.0,3.44
193,2022.0,63894,61872.0,3.16
18137,1090.0,18133,17043.0,6.01
5607,2139.0,63315,61176.0,3.38
17920,998.0,18709,17711.0,5.33
6980,1452.0,66904,65452.0,2.17
8644,1971.0,56967,54996.0,3.46
5068,517.0,16209,15692.0,3.19
14300,1999.0,53438,51439.0,3.74
17045,1352.0,22779,21427.0,5.94
14234,2136.0,54706,52570.0,3.9
4017,1996.0,66450,64454.0,3.0
7562,1346.0,46780,45434.0,2.88
4735,357.0,12534,12177.0,2.85
18650,571.0,14555,13984.0,3.92
1382,1809.0,52427,50618.0,3.45
19497,858.0,15820,14962.0,5.42
14067,2113.0,53085,50972.0,3.98
10816,2026.0,67324,65298.0,3.01
21375,426.0,10300,9874.0,4.14
13398,1827.0,59303,57476.0,3.08
18138,1141.0,18094,16953.0,6.31
2723,1510.0,59407,57897.0,2.54
20260,720.0,14290,13570.0,5.04
18400,619.0,13967,13348.0,4.43
13450,1558.0,39985,38427.0,3.9
3231,1310.0,53690,52380.0,2.44
4883,1616.0,54213,52597.0,2.98
5790,560.0,15816,15256.0,3.54
13167,1838.0,65712,63874.0,2.8
7310,509.0,12921,12412.0,3.94
13457,650.0,17002,16352.0,3.82
14371,496.0,55544,55048.0,0.89
750,1662.0,53871,52209.0,3.09
4956,1051.0,34228,33177.0,3.07
58798,105.0,2957,2852.0,3.55
54827,83.0,2989,2906.0,2.78
52317,94.0,2483,2389.0,3.79
23598,206.0,4607,4401.0,4.47
57467,123.0,2881,2758.0,4.27
57436,76.0,3004,2928.0,2.53
18215,1015.0,16951,15936.0,5.99
18216,1140.0,18051,16911.0,6.32
4150,1863.0,59107,57244.0,3.15
13802,346.0,59194,58848.0,0.58
8291,1897.0,51779,49882.0,3.66
3247,1641.0,37960,36319.0,4.32
2480,1748.0,41277,39529.0,4.23
15750,107.0,6408,6301.0,1.67
14383,1894.0,52417,50523.0,3.61
22209,309.0,5192,4883.0,5.95
14766,1829.0,50106,48277.0,3.65
3966,1700.0,49287,47587.0,3.45
6564,2063.0,65394,63331.0,3.15
17294,1303.0,21842,20539.0,5.97
19609,835.0,18632,17797.0,4.48
20553,453.0,14993,14540.0,3.02
2945,1594.0,54391,52797.0,2.93
14323,1209.0,33457,32248.0,3.61
18304,884.0,18145,17261.0,4.87
22863,306.0,4348,4042.0,7.04
22258,184.0,3027,2843.0,6.08
14019,2226.0,55885,53659.0,3.98
18727,837.0,16345,15508.0,5.12
5697,1885.0,66226,64341.0,2.85
4489,1799.0,38888,37089.0,4.63
16560,1441.0,28227,26786.0,5.11
19472,651.0,18809,18158.0,3.46
20782,413.0,11051,10638.0,3.74
8054,2431.0,67276,64845.0,3.61
7227,1654.0,67301,65647.0,2.46
15948,1594.0,38194,36600.0,4.17
12100,2394.0,67322,64928.0,3.56
10034,2471.0,66155,63684.0,3.74
20369,596.0,14535,13939.0,4.1
23784,59.0,742,683.0,7.95
23700,39.0,741,702.0,5.26
10467,1787.0,65993,64206.0,2.71
1605,1870.0,65387,63517.0,2.86
22964,287.0,7272,6985.0,3.95
13280,2207.0,61344,59137.0,3.6
53384,48.0,2169,2121.0,2.21
52298,77.0,3003,2926.0,2.56
59118,92.0,2961,2869.0,3.11
59740,53.0,1476,1423.0,3.59
60163,84.0,2339,2255.0,3.59
58881,26.0,3005,2979.0,0.87
59802,69.0,1615,1546.0,4.27
11715,426.0,11515,11089.0,3.7
2786,1055.0,33019,31964.0,3.2
12854,1178.0,22850,21672.0,5.16
16548,224.0,2955,2731.0,7.58
12558,2292.0,66893,64601.0,3.43
19930,700.0,14493,13793.0,4.83
17077,1437.0,22848,21411.0,6.29
1058,2179.0,53862,51683.0,4.05
12110,1511.0,70261,68750.0,2.15
22933,434.0,6629,6195.0,6.55
21524,372.0,6349,5977.0,5.86
20099,842.0,17313,16471.0,4.86
11289,1411.0,66971,65560.0,2.11
21276,454.0,7426,6972.0,6.11
17891,1154.0,18862,17708.0,6.12
1680,662.0,22174,21512.0,2.99
3189,926.0,27237,26311.0,3.4
20764,358.0,8113,7755.0,4.41
6172,1162.0,31420,30258.0,3.7
17457,1249.0,21604,20355.0,5.78
3393,667.0,67298,66631.0,0.99
5678,2055.0,67301,65246.0,3.05
6677,2028.0,67339,65311.0,3.01
17090,1416.0,25868,24452.0,5.47
11156,890.0,9686,8796.0,9.19
2269,1056.0,30628,29572.0,3.45
2815,2127.0,67313,65186.0,3.16
20029,842.0,13592,12750.0,6.19
3962,1182.0,55970,54788.0,2.11
20791,453.0,8121,7668.0,5.58
2803,1916.0,66273,64357.0,2.89
18884,614.0,16850,16236.0,3.64
17235,1484.0,21598,20114.0,6.87
11218,306.0,67279,66973.0,0.45
4873,754.0,21773,21019.0,3.46
13730,1801.0,59385,57584.0,3.03
6327,1769.0,54391,52622.0,3.25
4688,1186.0,38043,36857.0,3.12
16843,1287.0,26453,25166.0,4.87
19674,1081.0,18643,17562.0,5.8
15653,1238.0,40017,38779.0,3.09
180,1612.0,47877,46265.0,3.37
5354,1180.0,24552,23372.0,4.81
20520,875.0,14470,13595.0,6.05
18333,998.0,18362,17364.0,5.44
17690,877.0,19068,18191.0,4.6
4975,1556.0,47260,45704.0,3.29
20814,145.0,11142,10997.0,1.3
18572,813.0,16025,15212.0,5.07
22027,396.0,6320,5924.0,6.27
8917,1992.0,67299,65307.0,2.96
19450,801.0,15226,14425.0,5.26
15790,279.0,10826,10547.0,2.58
5309,2557.0,67285,64728.0,3.8
22296,410.0,8173,7763.0,5.02
7466,1984.0,67307,65323.0,2.95
13734,1880.0,56341,54461.0,3.34
17979,982.0,18698,17716.0,5.25
5499,2069.0,53018,50949.0,3.9
15582,1301.0,38594,37293.0,3.37
18777,832.0,17037,16205.0,4.88
16262,635.0,14919,14284.0,4.26
21348,468.0,10376,9908.0,4.51
60463,67.0,2426,2359.0,2.76
54350,85.0,2890,2805.0,2.94
52817,76.0,2793,2717.0,2.72
22466,362.0,7782,7420.0,4.65
22512,203.0,2721,2518.0,7.46
5232,1939.0,66638,64699.0,2.91
17219,886.0,12823,11937.0,6.91
17766,1162.0,19350,18188.0,6.01
21468,384.0,7132,6748.0,5.38
8299,1048.0,21984,20936.0,4.77
22536,208.0,4705,4497.0,4.42
17179,1486.0,22370,20884.0,6.64
5312,1384.0,39023,37639.0,3.55
17875,969.0,18866,17897.0,5.14
8274,323.0,5048,4725.0,6.4
14909,1830.0,51089,49259.0,3.58
21947,320.0,8469,8149.0,3.78
19412,539.0,15646,15107.0,3.44
18063,1169.0,18573,17404.0,6.29
19020,798.0,19551,18753.0,4.08
19505,803.0,15812,15009.0,5.08
6777,1166.0,38864,37698.0,3.0
14082,900.0,57664,56764.0,1.56
55123,75.0,2941,2866.0,2.55
54172,86.0,2998,2912.0,2.87
55408,66.0,2390,2324.0,2.76
51674,84.0,2989,2905.0,2.81
51736,46.0,1828,1782.0,2.52
56217,52.0,2999,2947.0,1.73
56472,72.0,3005,2933.0,2.4
60491,58.0,2396,2338.0,2.42
541,1655.0,52957,51302.0,3.13
7016,1957.0,63445,61488.0,3.08
7932,712.0,21914,21202.0,3.25
2202,1018.0,29457,28439.0,3.46
1253,531.0,14431,13900.0,3.68
5259,841.0,24501,23660.0,3.43
2108,423.0,20033,19610.0,2.11
21323,240.0,10323,10083.0,2.32
8786,898.0,21172,20274.0,4.24
520,1167.0,37021,35854.0,3.15
17281,936.0,22317,21381.0,4.19
17971,607.0,17005,16398.0,3.57
16053,340.0,35786,35446.0,0.95
16852,973.0,29522,28549.0,3.3
22658,334.0,4542,4208.0,7.35
17343,1242.0,19296,18054.0,6.44
11789,678.0,18649,17971.0,3.64
2374,2309.0,65025,62716.0,3.55
19146,1011.0,19584,18573.0,5.16
1923,809.0,29244,28435.0,2.77
14697,1466.0,50082,48616.0,2.93
20498,650.0,11859,11209.0,5.48
10170,765.0,20544,19779.0,3.72
7546,1684.0,67302,65618.0,2.5
14375,1042.0,52354,51312.0,1.99
23550,187.0,1543,1356.0,12.12
5902,1645.0,50640,48995.0,3.25
9071,201.0,4841,4640.0,4.15
11924,2127.0,67109,64982.0,3.17
1262,1011.0,66770,65759.0,1.51
8722,699.0,19770,19071.0,3.54
20603,662.0,11469,10807.0,5.77
4400,2024.0,53554,51530.0,3.78
16967,1250.0,26002,24752.0,4.81
13098,734.0,16300,15566.0,4.5
11450,2297.0,67312,65015.0,3.41
20653,445.0,8152,7707.0,5.46
15564,995.0,41892,40897.0,2.38
17544,1402.0,21528,20126.0,6.51
4494,1909.0,64487,62578.0,2.96
1164,2106.0,67294,65188.0,3.13
14569,1666.0,54267,52601.0,3.07
15208,79.0,9000,8921.0,0.88
5831,1517.0,64540,63023.0,2.35
19021,1008.0,16526,15518.0,6.1
13913,140.0,2252,2112.0,6.22
19145,914.0,16333,15419.0,5.6
20837,391.0,10877,10486.0,3.59
10424,726.0,17732,17006.0,4.09
10306,1359.0,67341,65982.0,2.02
8352,1241.0,33677,32436.0,3.69
8853,1098.0,67053,65955.0,1.64
21153,483.0,7640,7157.0,6.32
13090,149.0,11988,11839.0,1.24
16830,1194.0,30028,28834.0,3.98
17088,879.0,21321,20442.0,4.12
20092,655.0,14383,13728.0,4.55
19625,821.0,15670,14849.0,5.24
22555,298.0,4724,4426.0,6.31
6114,1358.0,37491,36133.0,3.62
21646,353.0,8785,8432.0,4.02
18648,838.0,17329,16491.0,4.84
20113,741.0,17403,16662.0,4.26
17711,1175.0,22279,21104.0,5.27
21944,335.0,6647,6312.0,5.04
1604,1118.0,16582,15464.0,6.74
20680,509.0,11305,10796.0,4.5
22092,378.0,8422,8044.0,4.49
18439,339.0,5262,4923.0,6.44
18849,653.0,13697,13044.0,4.77
18155,590.0,7387,6797.0,7.99
13401,1790.0,48256,46466.0,3.71
2195,1433.0,47670,46237.0,3.01
10773,1525.0,39090,37565.0,3.9
18733,797.0,17161,16364.0,4.64
55111,88.0,2902,2814.0,3.03
10904,1683.0,67275,65592.0,2.5
18734,908.0,17112,16204.0,5.31
19379,953.0,15982,15029.0,5.96
9503,310.0,10446,10136.0,2.97
10685,916.0,20404,19488.0,4.49
17781,983.0,17879,16896.0,5.5
8902,1506.0,66841,65335.0,2.25
19242,710.0,15984,15274.0,4.44
22816,408.0,7418,7010.0,5.5
20711,532.0,8201,7669.0,6.49
21040,530.0,10671,10141.0,4.97
11166,1194.0,57484,56290.0,2.08
18386,530.0,17360,16830.0,3.05
23681,161.0,3912,3751.0,4.12
11388,850.0,20859,20009.0,4.07
16628,2489.0,31281,28792.0,7.96
17595,841.0,18138,17297.0,4.64
19666,606.0,13285,12679.0,4.56
57141,63.0,3001,2938.0,2.1
54721,59.0,2292,2233.0,2.57
56267,89.0,3014,2925.0,2.95
55018,72.0,2889,2817.0,2.49
41132,38.0,2677,2639.0,1.42
16674,945.0,16750,15805.0,5.64
8179,1470.0,39978,38508.0,3.68
20868,299.0,7830,7531.0,3.82
20047,388.0,4973,4585.0,7.8
9465,687.0,20337,19650.0,3.38
21229,422.0,9295,8873.0,4.54
4715,769.0,65857,65088.0,1.17
15765,1329.0,31424,30095.0,4.23
4618,516.0,21974,21458.0,2.35
17285,1143.0,18703,17560.0,6.11
19017,909.0,16346,15437.0,5.56
17999,837.0,18676,17839.0,4.48
22267,335.0,3745,3410.0,8.95
22113,322.0,8324,8002.0,3.87
12264,1123.0,30312,29189.0,3.7
21060,234.0,4298,4064.0,5.44
5231,1591.0,54720,53129.0,2.91
6288,2119.0,66386,64267.0,3.19
19628,489.0,15669,15180.0,3.12
5977,858.0,29136,28278.0,2.94
20146,458.0,17431,16973.0,2.63
3846,445.0,12053,11608.0,3.69
18794,42.0,451,409.0,9.31
17769,762.0,18379,17617.0,4.15
19315,887.0,16044,15157.0,5.53
19894,772.0,13462,12690.0,5.73
11366,1383.0,38646,37263.0,3.58
16869,1186.0,26431,25245.0,4.49
16550,416.0,16091,15675.0,2.59
19163,743.0,15578,14835.0,4.77
14927,1973.0,46221,44248.0,4.27
22995,318.0,3923,3605.0,8.11
19133,886.0,16509,15623.0,5.37
59814,138.0,3010,2872.0,4.58
54185,244.0,3033,2789.0,8.04
55703,38.0,898,860.0,4.23
53897,74.0,2665,2591.0,2.78
51427,33.0,2958,2925.0,1.12
57085,103.0,3015,2912.0,3.42
56495,55.0,2713,2658.0,2.03
52641,72.0,2401,2329.0,3.0
16624,361.0,7063,6702.0,5.11
11390,2052.0,67317,65265.0,3.05
21680,276.0,4888,4612.0,5.65
116,1115.0,51599,50484.0,2.16
16061,1093.0,25073,23980.0,4.36
5158,2401.0,64824,62423.0,3.7
16970,1401.0,25322,23921.0,5.53
6138,1031.0,29283,28252.0,3.52
3767,552.0,14279,13727.0,3.87
15150,918.0,45554,44636.0,2.02
10243,239.0,5977,5738.0,4.0
21251,509.0,10487,9978.0,4.85
16044,608.0,15832,15224.0,3.84
21088,370.0,7728,7358.0,4.79
16156,422.0,36174,35752.0,1.17
18421,737.0,17886,17149.0,4.12
4878,548.0,5611,5063.0,9.77
19311,867.0,15557,14690.0,5.57
20466,678.0,11797,11119.0,5.75
21359,360.0,7280,6920.0,4.95
20474,730.0,11424,10694.0,6.39
18736,787.0,16397,15610.0,4.8
17431,791.0,24780,23989.0,3.19
17474,1055.0,22836,21781.0,4.62
6794,591.0,20071,19480.0,2.94
9606,2327.0,66295,63968.0,3.51
54567,55.0,2434,2379.0,2.26
57754,112.0,2955,2843.0,3.79
51355,95.0,3005,2910.0,3.16
52550,35.0,889,854.0,3.94
58726,78.0,2996,2918.0,2.6
54401,115.0,3004,2889.0,3.83
6867,504.0,8434,7930.0,5.98
19634,835.0,18679,17844.0,4.47
11707,607.0,66399,65792.0,0.91
21374,150.0,3438,3288.0,4.36
14212,1465.0,51915,50450.0,2.82
22344,379.0,7787,7408.0,4.87
17593,1180.0,19239,18059.0,6.13
3684,2286.0,67135,64849.0,3.41
16766,1400.0,27106,25706.0,5.16
12747,1380.0,36335,34955.0,3.8
20050,747.0,17494,16747.0,4.27
17398,1070.0,18726,17656.0,5.71
21368,461.0,10358,9897.0,4.45
13229,776.0,17971,17195.0,4.32
19761,570.0,15337,14767.0,3.72
21511,375.0,10190,9815.0,3.68
18476,437.0,8144,7707.0,5.37
16929,469.0,29233,28764.0,1.6
3754,2127.0,53567,51440.0,3.97
7463,2082.0,67108,65026.0,3.1
18045,995.0,18555,17560.0,5.36
58181,72.0,3009,2937.0,2.39
30007,46.0,3004,2958.0,1.53
52729,90.0,2953,2863.0,3.05
57012,63.0,2941,2878.0,2.14
57882,77.0,2625,2548.0,2.93
41602,84.0,2995,2911.0,2.8
57053,72.0,2999,2927.0,2.4
20396,749.0,16153,15404.0,4.64
20105,827.0,14308,13481.0,5.78
11272,545.0,15842,15297.0,3.44
21800,340.0,7204,6864.0,4.72
4729,1650.0,53619,51969.0,3.08
21244,461.0,10321,9860.0,4.47
4197,473.0,13103,12630.0,3.61
22824,352.0,4348,3996.0,8.1
20904,471.0,10932,10461.0,4.31
9325,1125.0,65033,63908.0,1.73
20840,349.0,7958,7609.0,4.39
19587,616.0,13613,12997.0,4.53
17435,786.0,21517,20731.0,3.65
22378,387.0,4868,4481.0,7.95
18122,755.0,14297,13542.0,5.28
1926,291.0,7951,7660.0,3.66
21011,499.0,7849,7350.0,6.36
21291,438.0,7384,6946.0,5.93
18564,878.0,17447,16569.0,5.03
4622,1717.0,41762,40045.0,4.11
2582,1169.0,31479,30310.0,3.71
35545,107.0,2995,2888.0,3.57
41162,55.0,2960,2905.0,1.86
55586,53.0,2907,2854.0,1.82
41349,13.0,1258,1245.0,1.03
54734,70.0,2908,2838.0,2.41
52961,180.0,1984,1804.0,9.07
40898,71.0,2757,2686.0,2.58
3680,777.0,62408,61631.0,1.25
3491,222.0,7537,7315.0,2.95
9143,1654.0,53733,52079.0,3.08
4292,544.0,20542,19998.0,2.65
14778,2120.0,49659,47539.0,4.27
1029,1668.0,53703,52035.0,3.11
22237,306.0,5114,4808.0,5.98
15185,940.0,42578,41638.0,2.21
20843,332.0,11128,10796.0,2.98
19234,754.0,15893,15139.0,4.74
20938,556.0,10993,10437.0,5.06
