bike_id,total_used_hrs,total_possible_hrs,total_unused_hrs,percent_used
60607,86.0,2419,2333.0,3.56
54828,93.0,2974,2881.0,3.13
23030,239.0,3797,3558.0,6.29
59779,65.0,1579,1514.0,4.12
60510,97.0,2409,2312.0,4.03
51678,68.0,3007,2939.0,2.26
56557,108.0,2919,2811.0,3.7
22790,181.0,6815,6634.0,2.66
23746,95.0,3690,3595.0,2.57
52797,74.0,2941,2867.0,2.52
40852,37.0,3008,2971.0,1.23
51575,52.0,2998,2946.0,1.73
53293,53.0,3005,2952.0,1.76
16864,125.0,28541,28416.0,0.44
54796,299.0,3049,2750.0,9.81
16060,241.0,7740,7499.0,3.11
22155,238.0,3091,2853.0,7.7
53533,25.0,2015,1990.0,1.24
52391,81.0,2877,2796.0,2.82
22741,316.0,7324,7008.0,4.31
40789,48.0,2991,2943.0,1.6
50770,67.0,3007,2940.0,2.23
41725,42.0,2960,2918.0,1.42
56243,80.0,3007,2927.0,2.66
22584,279.0,7615,7336.0,3.66
60364,93.0,2393,2300.0,3.89
58990,36.0,2910,2874.0,1.24
53868,47.0,2902,2855.0,1.62
57067,136.0,2951,2815.0,4.61
59491,69.0,1666,1597.0,4.14
53313,79.0,3011,2932.0,2.62
58035,95.0,3011,2916.0,3.16
52093,8.0,225,217.0,3.56
23375,322.0,2296,1974.0,14.02
52851,32.0,642,610.0,4.98
51552,52.0,2185,2133.0,2.38
21268,288.0,6341,6053.0,4.54
40847,56.0,2011,1955.0,2.78
52407,81.0,2980,2899.0,2.72
51970,53.0,1137,1084.0,4.66
58806,52.0,1149,1097.0,4.53
18368,411.0,20926,20515.0,1.96
4162,140.0,3050,2910.0,4.59
56741,69.0,1830,1761.0,3.77
50753,83.0,3008,2925.0,2.76
21835,386.0,8622,8236.0,4.48
55350,32.0,2606,2574.0,1.23
50690,80.0,3012,2932.0,2.66
53084,72.0,2951,2879.0,2.44
56924,78.0,3009,2931.0,2.59
59902,66.0,1663,1597.0,3.97
55007,88.0,2667,2579.0,3.3
35787,367.0,2957,2590.0,12.41
57780,86.0,3014,2928.0,2.85
30926,61.0,2996,2935.0,2.04
35115,44.0,2930,2886.0,1.5
53733,39.0,2157,2118.0,1.81
22207,71.0,1559,1488.0,4.55
54336,69.0,3002,2933.0,2.3
55964,26.0,883,857.0,2.94
54587,63.0,2859,2796.0,2.2
35415,53.0,2963,2910.0,1.79
30665,52.0,2826,2774.0,1.84
41286,45.0,2549,2504.0,1.77
53725,79.0,3007,2928.0,2.63
57364,66.0,3008,2942.0,2.19
22189,207.0,5137,4930.0,4.03
35750,31.0,2816,2785.0,1.1
52813,85.0,2960,2875.0,2.87
55979,72.0,2989,2917.0,2.41
54579,57.0,1128,1071.0,5.05
51832,31.0,1271,1240.0,2.44
56195,49.0,1990,1941.0,2.46
57244,83.0,2981,2898.0,2.78
57272,68.0,1911,1843.0,3.56
23622,122.0,1305,1183.0,9.35
54194,60.0,2907,2847.0,2.06
23086,47.0,2977,2930.0,1.58
35611,37.0,2958,2921.0,1.25
56914,81.0,3008,2927.0,2.69
54710,31.0,680,649.0,4.56
59549,45.0,1612,1567.0,2.79
24467,43.0,3005,2962.0,1.43
35587,55.0,2985,2930.0,1.84
42004,210.0,2958,2748.0,7.1
41395,16.0,888,872.0,1.8
55659,109.0,3010,2901.0,3.62
55300,143.0,3005,2862.0,4.76
55706,80.0,2973,2893.0,2.69
55973,176.0,3013,2837.0,5.84
41123,100.0,2126,2026.0,4.7
56164,79.0,2954,2875.0,2.67
24010,54.0,2984,2930.0,1.81
54210,71.0,2931,2860.0,2.42
54641,90.0,2954,2864.0,3.05
8163,99.0,3146,3047.0,3.15
54791,35.0,1342,1307.0,2.61
53874,79.0,2925,2846.0,2.7
50471,59.0,2976,2917.0,1.98
59243,68.0,2145,2077.0,3.17
40792,6.0,260,254.0,2.31
35244,65.0,2595,2530.0,2.5
53235,48.0,2258,2210.0,2.13
54325,83.0,2996,2913.0,2.77
58092,82.0,2870,2788.0,2.86
21952,106.0,7907,7801.0,1.34
51468,53.0,2977,2924.0,1.78
56045,65.0,2938,2873.0,2.21
30615,57.0,2597,2540.0,2.19
53551,60.0,3007,2947.0,2.0
53955,106.0,3003,2897.0,3.53
54923,66.0,2933,2867.0,2.25
8359,83.0,3633,3550.0,2.28
60620,77.0,2426,2349.0,3.17
53037,81.0,2940,2859.0,2.76
57243,68.0,2943,2875.0,2.31
51559,67.0,2308,2241.0,2.9
59496,315.0,2071,1756.0,15.21
53604,228.0,2380,2152.0,9.58
55639,31.0,871,840.0,3.56
35662,48.0,2818,2770.0,1.7
52935,90.0,3006,2916.0,2.99
55515,308.0,3001,2693.0,10.26
59170,64.0,2130,2066.0,3.0
40745,52.0,2955,2903.0,1.76
59040,107.0,2866,2759.0,3.73
41932,36.0,2888,2852.0,1.25
53681,17.0,1646,1629.0,1.03
16705,54.0,3703,3649.0,1.46
56869,64.0,2648,2584.0,2.42
35726,39.0,2349,2310.0,1.66
60244,118.0,2418,2300.0,4.88
23602,83.0,1099,1016.0,7.55
50303,64.0,2840,2776.0,2.25
42150,44.0,2597,2553.0,1.69
56481,72.0,2396,2324.0,3.01
58578,107.0,2899,2792.0,3.69
41707,73.0,2974,2901.0,2.45
51827,39.0,2329,2290.0,1.67
24121,25.0,2320,2295.0,1.08
56526,25.0,2999,2974.0,0.83
51601,87.0,2973,2886.0,2.93
24416,71.0,2980,2909.0,2.38
57148,95.0,3010,2915.0,3.16
23387,47.0,2991,2944.0,1.57
55931,76.0,1904,1828.0,3.99
55576,39.0,2407,2368.0,1.62
60551,91.0,2434,2343.0,3.74
53641,79.0,2046,1967.0,3.86
54332,226.0,3014,2788.0,7.5
35790,64.0,2848,2784.0,2.25
54093,56.0,2904,2848.0,1.93
51808,83.0,2485,2402.0,3.34
58089,43.0,1588,1545.0,2.71
52900,74.0,3009,2935.0,2.46
53721,78.0,2960,2882.0,2.64
54295,88.0,3009,2921.0,2.92
22668,151.0,2307,2156.0,6.55
59340,78.0,2470,2392.0,3.16
50811,34.0,2928,2894.0,1.16
53475,44.0,2957,2913.0,1.49
50322,86.0,2973,2887.0,2.89
55683,71.0,2187,2116.0,3.25
53861,109.0,2984,2875.0,3.65
51810,53.0,3008,2955.0,1.76
51370,87.0,2912,2825.0,2.99
59471,118.0,2986,2868.0,3.95
23396,34.0,2916,2882.0,1.17
54760,35.0,702,667.0,4.99
59345,61.0,2064,2003.0,2.96
52035,91.0,2903,2812.0,3.13
23711,104.0,883,779.0,11.78
7294,175.0,4871,4696.0,3.59
54824,72.0,3001,2929.0,2.4
51869,51.0,2999,2948.0,1.7
54747,123.0,2042,1919.0,6.02
56312,33.0,913,880.0,3.61
54778,58.0,2123,2065.0,2.73
57716,50.0,2933,2883.0,1.7
51273,75.0,3012,2937.0,2.49
30049,76.0,2942,2866.0,2.58
57014,61.0,2904,2843.0,2.1
52414,77.0,2969,2892.0,2.59
50528,75.0,2898,2823.0,2.59
30885,68.0,2511,2443.0,2.71
54467,50.0,2628,2578.0,1.9
53474,59.0,2279,2220.0,2.59
40311,49.0,2888,2839.0,1.7
15895,43.0,2886,2843.0,1.49
52787,49.0,2996,2947.0,1.64
60458,99.0,2431,2332.0,4.07
60480,47.0,2435,2388.0,1.93
55398,52.0,2741,2689.0,1.9
8066,100.0,3697,3597.0,2.7
54100,62.0,3015,2953.0,2.06
56489,40.0,1571,1531.0,2.55
58027,112.0,3007,2895.0,3.72
53844,52.0,2262,2210.0,2.3
31006,56.0,2999,2943.0,1.87
41290,56.0,2928,2872.0,1.91
51361,30.0,1108,1078.0,2.71
41544,13.0,1187,1174.0,1.1
59130,79.0,2952,2873.0,2.68
53323,145.0,2994,2849.0,4.84
23642,72.0,873,801.0,8.25
59949,48.0,1633,1585.0,2.94
40765,30.0,3009,2979.0,1.0
52173,43.0,2909,2866.0,1.48
52755,287.0,2961,2674.0,9.69
41724,57.0,2937,2880.0,1.94
4109,83.0,2179,2096.0,3.81
30625,51.0,2972,2921.0,1.72
56704,76.0,2889,2813.0,2.63
24277,23.0,2969,2946.0,0.77
60199,99.0,2413,2314.0,4.1
51299,114.0,2953,2839.0,3.86
60526,16.0,376,360.0,4.26
60235,74.0,2412,2338.0,3.07
42178,39.0,1417,1378.0,2.75
59349,84.0,2114,2030.0,3.97
51203,73.0,2948,2875.0,2.48
52973,71.0,2724,2653.0,2.61
53383,70.0,3003,2933.0,2.33
54403,51.0,2648,2597.0,1.93
59461,48.0,2126,2078.0,2.26
60307,96.0,2432,2336.0,3.95
54789,6.0,100,94.0,6.0
60108,87.0,2421,2334.0,3.59
52422,87.0,3008,2921.0,2.89
53434,44.0,1959,1915.0,2.25
24393,33.0,2968,2935.0,1.11
58824,255.0,2502,2247.0,10.19
30367,50.0,2975,2925.0,1.68
30498,57.0,2617,2560.0,2.18
50797,75.0,2981,2906.0,2.52
58055,91.0,2950,2859.0,3.08
41487,24.0,2863,2839.0,0.84
40618,269.0,2959,2690.0,9.09
54638,67.0,2679,2612.0,2.5
35730,333.0,2679,2346.0,12.43
55254,67.0,2414,2347.0,2.78
50007,60.0,2931,2871.0,2.05
55896,18.0,3011,2993.0,0.6
23811,32.0,1931,1899.0,1.66
60596,88.0,2571,2483.0,3.42
59169,79.0,1512,1433.0,5.22
53549,40.0,2235,2195.0,1.79
51826,90.0,3000,2910.0,3.0
51350,56.0,2805,2749.0,2.0
56371,62.0,1705,1643.0,3.64
673,67.0,1273,1206.0,5.26
30957,40.0,2994,2954.0,1.34
22350,290.0,4867,4577.0,5.96
53322,67.0,2775,2708.0,2.41
52262,68.0,2460,2392.0,2.76
40078,21.0,951,930.0,2.21
56,51.0,1489,1438.0,3.43
52426,73.0,2745,2672.0,2.66
55194,64.0,2978,2914.0,2.15
60401,32.0,1029,997.0,3.11
60494,75.0,2440,2365.0,3.07
60381,60.0,1635,1575.0,3.67
56111,95.0,2978,2883.0,3.19
41315,76.0,2790,2714.0,2.72
52259,54.0,2985,2931.0,1.81
50889,39.0,1315,1276.0,2.97
51600,21.0,2395,2374.0,0.88
58019,59.0,2678,2619.0,2.2
59649,73.0,1656,1583.0,4.41
23705,113.0,931,818.0,12.14
57507,92.0,3004,2912.0,3.06
55485,77.0,2905,2828.0,2.65
40082,52.0,3002,2950.0,1.73
50109,55.0,2768,2713.0,1.99
56235,70.0,2345,2275.0,2.99
35816,58.0,2957,2899.0,1.96
55121,40.0,1856,1816.0,2.16
30520,15.0,871,856.0,1.72
51828,88.0,3009,2921.0,2.92
41237,500.0,2495,1995.0,20.04
53312,70.0,2888,2818.0,2.42
23480,52.0,2958,2906.0,1.76
40310,41.0,2935,2894.0,1.4
52077,47.0,1468,1421.0,3.2
54473,42.0,2946,2904.0,1.43
24336,67.0,3000,2933.0,2.23
53430,68.0,2279,2211.0,2.98
35425,23.0,2123,2100.0,1.08
60224,82.0,2426,2344.0,3.38
23826,58.0,1011,953.0,5.74
51943,184.0,2802,2618.0,6.57
35709,36.0,2998,2962.0,1.2
56144,94.0,3005,2911.0,3.13
52603,89.0,3009,2920.0,2.96
52370,98.0,2446,2348.0,4.01
31072,196.0,3003,2807.0,6.53
40550,47.0,2932,2885.0,1.6
60566,89.0,2424,2335.0,3.67
57676,33.0,2918,2885.0,1.13
57647,78.0,2961,2883.0,2.63
53338,110.0,2993,2883.0,3.68
55295,28.0,392,364.0,7.14
50812,2.0,84,82.0,2.38
53243,82.0,3003,2921.0,2.73
52073,60.0,2591,2531.0,2.32
21928,164.0,2273,2109.0,7.22
57348,50.0,2954,2904.0,1.69
23344,41.0,2982,2941.0,1.37
50178,47.0,2428,2381.0,1.94
59662,79.0,1592,1513.0,4.96
56922,111.0,2952,2841.0,3.76
52875,55.0,3011,2956.0,1.83
35735,311.0,3006,2695.0,10.35
52926,193.0,3010,2817.0,6.41
54848,10.0,382,372.0,2.62
52904,94.0,3000,2906.0,3.13
30678,16.0,2977,2961.0,0.54
50141,29.0,2957,2928.0,0.98
40920,71.0,2902,2831.0,2.45
55998,34.0,2529,2495.0,1.34
60400,117.0,2376,2259.0,4.92
23771,72.0,2427,2355.0,2.97
59323,52.0,1099,1047.0,4.73
23865,55.0,3139,3084.0,1.75
16774,61.0,644,583.0,9.47
55885,100.0,2670,2570.0,3.75
52510,138.0,2428,2290.0,5.68
60165,83.0,2415,2332.0,3.44
30818,26.0,2177,2151.0,1.19
54196,90.0,2936,2846.0,3.07
51646,71.0,2630,2559.0,2.7
55173,41.0,3002,2961.0,1.37
55917,24.0,2941,2917.0,0.82
54235,93.0,3014,2921.0,3.09
35179,87.0,2876,2789.0,3.03
42140,36.0,2838,2802.0,1.27
57329,76.0,2907,2831.0,2.61
56806,27.0,723,696.0,3.73
55830,51.0,2903,2852.0,1.76
55494,9.0,717,708.0,1.26
40277,25.0,1927,1902.0,1.3
35418,46.0,2987,2941.0,1.54
60407,79.0,2397,2318.0,3.3
54438,73.0,2910,2837.0,2.51
30487,42.0,2927,2885.0,1.43
52934,34.0,1381,1347.0,2.46
50877,55.0,2998,2943.0,1.83
40787,61.0,2952,2891.0,2.07
40198,48.0,3001,2953.0,1.6
40147,53.0,2957,2904.0,1.79
42059,36.0,2958,2922.0,1.22
53832,41.0,992,951.0,4.13
53691,59.0,3001,2942.0,1.97
41839,34.0,2954,2920.0,1.15
56380,67.0,2958,2891.0,2.27
42280,11.0,1854,1843.0,0.59
30217,44.0,2970,2926.0,1.48
35271,74.0,2972,2898.0,2.49
40347,11.0,772,761.0,1.42
42120,31.0,3003,2972.0,1.03
58096,16.0,589,573.0,2.72
59199,51.0,1955,1904.0,2.61
55569,22.0,921,899.0,2.39
41388,38.0,2511,2473.0,1.51
35100,174.0,3007,2833.0,5.79
50936,110.0,3009,2899.0,3.66
56882,16.0,682,666.0,2.35
30094,43.0,2922,2879.0,1.47
23850,4.0,73,69.0,5.48
51165,33.0,2993,2960.0,1.1
30984,24.0,1888,1864.0,1.27
23724,77.0,736,659.0,10.46
24428,35.0,2876,2841.0,1.22
57995,114.0,2979,2865.0,3.83
53188,65.0,3006,2941.0,2.16
52720,43.0,1559,1516.0,2.76
56980,86.0,3005,2919.0,2.86
51703,44.0,1444,1400.0,3.05
23846,23.0,1657,1634.0,1.39
52625,47.0,1923,1876.0,2.44
23186,24.0,1881,1857.0,1.28
23741,16.0,527,511.0,3.04
23360,45.0,2960,2915.0,1.52
1500,68.0,3286,3218.0,2.07
24427,39.0,2978,2939.0,1.31
41995,45.0,2908,2863.0,1.55
23823,41.0,2883,2842.0,1.42
40064,13.0,535,522.0,2.43
23849,15.0,145,130.0,10.34
57251,18.0,603,585.0,2.99
21611,42.0,2993,2951.0,1.4
53910,69.0,2814,2745.0,2.45
57922,12.0,153,141.0,7.84
52255,48.0,2915,2867.0,1.65
55774,65.0,2377,2312.0,2.73
41010,230.0,2976,2746.0,7.73
56107,278.0,1954,1676.0,14.23
23361,49.0,3006,2957.0,1.63
60231,23.0,1073,1050.0,2.14
53843,23.0,2911,2888.0,0.79
40000,52.0,2924,2872.0,1.78
35521,65.0,2913,2848.0,2.23
23328,25.0,2919,2894.0,0.86
40924,47.0,2987,2940.0,1.57
52798,60.0,2908,2848.0,2.06
23821,66.0,2933,2867.0,2.25
53461,53.0,2354,2301.0,2.25
40565,771.0,3006,2235.0,25.65
57435,370.0,2909,2539.0,12.72
30117,157.0,1765,1608.0,8.9
50038,49.0,1977,1928.0,2.48
41661,30.0,1458,1428.0,2.06
54273,20.0,615,595.0,3.25
60503,32.0,2422,2390.0,1.32
41536,75.0,2464,2389.0,3.04
41611,9.0,679,670.0,1.33
51196,81.0,1437,1356.0,5.64
54917,77.0,2998,2921.0,2.57
24338,24.0,2826,2802.0,0.85
51459,40.0,3002,2962.0,1.33
59888,70.0,1668,1598.0,4.2
24136,45.0,2937,2892.0,1.53
56820,7.0,492,485.0,1.42
51183,43.0,2400,2357.0,1.79
35003,33.0,2930,2897.0,1.13
30870,39.0,2976,2937.0,1.31
55513,6.0,127,121.0,4.72
54540,25.0,1561,1536.0,1.6
57310,14.0,1460,1446.0,0.96
42018,97.0,1878,1781.0,5.17
54986,88.0,2905,2817.0,3.03
23321,159.0,3002,2843.0,5.3
41066,51.0,3003,2952.0,1.7
30296,146.0,622,476.0,23.47
53354,43.0,2901,2858.0,1.48
10468,22.0,945,923.0,2.33
23422,41.0,2283,2242.0,1.8
40129,188.0,2622,2434.0,7.17
50585,12.0,636,624.0,1.89
23354,39.0,2959,2920.0,1.32
50027,320.0,2969,2649.0,10.78
50735,32.0,1237,1205.0,2.59
23838,41.0,3000,2959.0,1.37
53525,32.0,1973,1941.0,1.62
35522,34.0,2842,2808.0,1.2
53543,149.0,3007,2858.0,4.96
35130,22.0,1623,1601.0,1.36
54279,6.0,151,145.0,3.97
60533,91.0,2430,2339.0,3.74
35180,65.0,2996,2931.0,2.17
23364,30.0,2953,2923.0,1.02
40069,25.0,1868,1843.0,1.34
50656,15.0,3002,2987.0,0.5
57949,36.0,1567,1531.0,2.3
53856,105.0,3012,2907.0,3.49
40927,42.0,3006,2964.0,1.4
51304,60.0,2867,2807.0,2.09
52880,26.0,2997,2971.0,0.87
40163,40.0,2811,2771.0,1.42
52099,17.0,659,642.0,2.58
35704,31.0,2956,2925.0,1.05
53568,39.0,2992,2953.0,1.3
30064,24.0,2950,2926.0,0.81
24231,18.0,1547,1529.0,1.16
15949,45.0,2477,2432.0,1.82
10710,9.0,350,341.0,2.57
41406,18.0,1745,1727.0,1.03
57953,5.0,535,530.0,0.93
815,42.0,2042,2000.0,2.06
41265,36.0,1612,1576.0,2.23
40962,30.0,2194,2164.0,1.37
40171,5.0,104,99.0,4.81
31105,25.0,2889,2864.0,0.87
50466,15.0,1861,1846.0,0.81
42218,8.0,2335,2327.0,0.34
59899,20.0,1566,1546.0,1.28
30550,26.0,2898,2872.0,0.9
23242,16.0,693,677.0,2.31
40664,24.0,1485,1461.0,1.62
35065,50.0,2946,2896.0,1.7
41862,46.0,3002,2956.0,1.53
35444,16.0,1598,1582.0,1.0
60450,14.0,696,682.0,2.01
35573,696.0,967,271.0,71.98
23880,2.0,6,4.0,33.33
35529,18.0,919,901.0,1.96
41476,83.0,809,726.0,10.26
30385,5.0,129,124.0,3.88
23169,39.0,1769,1730.0,2.2
35020,3.0,120,117.0,2.5
30513,6.0,239,233.0,2.51
23892,3.0,74,71.0,4.05
56007,20.0,1054,1034.0,1.9
23314,14.0,864,850.0,1.62
35642,19.0,750,731.0,2.53
41756,34.0,2844,2810.0,1.2
24410,16.0,1340,1324.0,1.19
53636,32.0,2997,2965.0,1.07
31024,15.0,770,755.0,1.95
51635,56.0,1974,1918.0,2.84
23909,9.0,97,88.0,9.28
51108,37.0,1248,1211.0,2.96
57702,10.0,152,142.0,6.58
55939,15.0,695,680.0,2.16
23759,29.0,3777,3748.0,0.77
50439,18.0,561,543.0,3.21
23883,7.0,78,71.0,8.97
41530,8.0,2880,2872.0,0.28
51959,2.0,113,111.0,1.77
7246,327.0,614,287.0,53.26
40065,9.0,134,125.0,6.72
51833,10.0,1248,1238.0,0.8
23490,7.0,129,122.0,5.43
11604,6.0,493,487.0,1.22
41431,1.0,22,21.0,4.55
41294,3.0,145,142.0,2.07
41360,1.0,13,12.0,7.69
9101,2153.0,65249,63096.0,3.3
12144,1635.0,45975,44340.0,3.56
4992,1206.0,37683,36477.0,3.2
2666,2250.0,67332,65082.0,3.34
12473,2199.0,60752,58553.0,3.62
4075,1985.0,52680,50695.0,3.77
8609,1879.0,67278,65399.0,2.79
7224,2215.0,67306,65091.0,3.29
10364,789.0,23235,22446.0,3.4
1048,1810.0,46296,44486.0,3.91
9089,1518.0,66105,64587.0,2.3
7758,2843.0,66593,63750.0,4.27
2070,2014.0,53234,51220.0,3.78
1706,1732.0,56787,55055.0,3.05
10701,2410.0,67318,64908.0,3.58
14125,451.0,46008,45557.0,0.98
10669,1579.0,55653,54074.0,2.84
2213,1784.0,51959,50175.0,3.43
2290,731.0,26929,26198.0,2.71
14150,1925.0,55512,53587.0,3.47
9147,1243.0,39870,38627.0,3.12
12435,2592.0,67256,64664.0,3.85
949,2266.0,67307,65041.0,3.37
4388,2084.0,65404,63320.0,3.19
3464,1619.0,54160,52541.0,2.99
2416,1645.0,49225,47580.0,3.34
11988,2002.0,67279,65277.0,2.98
8390,888.0,21550,20662.0,4.12
5730,1874.0,60546,58672.0,3.1
6449,1883.0,54148,52265.0,3.48
10114,2525.0,67323,64798.0,3.75
6512,2110.0,66392,64282.0,3.18
12871,1992.0,67328,65336.0,2.96
8997,1848.0,67296,65448.0,2.75
3723,1687.0,55108,53421.0,3.06
5513,1292.0,54241,52949.0,2.38
10506,1345.0,28408,27063.0,4.73
4094,1749.0,58872,57123.0,2.97
7423,1205.0,32327,31122.0,3.73
629,1532.0,51861,50329.0,2.95
2360,1607.0,56950,55343.0,2.82
2219,1493.0,50985,49492.0,2.93
8331,2065.0,67307,65242.0,3.07
7457,2465.0,67231,64766.0,3.67
9877,2658.0,67323,64665.0,3.95
13947,431.0,9889,9458.0,4.36
7001,953.0,29001,28048.0,3.29
7021,1944.0,65357,63413.0,2.97
13592,2182.0,58669,56487.0,3.72
2657,1548.0,53284,51736.0,2.91
13932,1479.0,51386,49907.0,2.88
8398,1947.0,67034,65087.0,2.9
7668,2331.0,67263,64932.0,3.47
13818,2227.0,56242,54015.0,3.96
12367,768.0,15477,14709.0,4.96
4380,2185.0,66208,64023.0,3.3
4367,1691.0,52877,51186.0,3.2
2922,1825.0,58140,56315.0,3.14
12502,2435.0,66215,63780.0,3.68
4462,1735.0,59461,57726.0,2.92
9323,1547.0,51524,49977.0,3.0
11832,1947.0,62899,60952.0,3.1
6027,1948.0,63797,61849.0,3.05
190,1663.0,48406,46743.0,3.44
4662,1157.0,54076,52919.0,2.14
6237,1569.0,53575,52006.0,2.93
8212,532.0,18556,18024.0,2.87
13302,1761.0,45766,44005.0,3.85
13253,2297.0,61365,59068.0,3.74
13392,1754.0,53132,51378.0,3.3
9770,1212.0,17905,16693.0,6.77
9442,2421.0,67113,64692.0,3.61
6528,1714.0,48261,46547.0,3.55
8475,2006.0,67063,65057.0,2.99
10610,1996.0,67337,65341.0,2.96
13350,2018.0,58131,56113.0,3.47
13094,2148.0,63240,61092.0,3.4
13532,1034.0,26978,25944.0,3.83
13336,1117.0,61108,59991.0,1.83
8328,1566.0,42337,40771.0,3.7
1838,1526.0,51194,49668.0,2.98
6202,1437.0,40661,39224.0,3.53
10476,824.0,20880,20056.0,3.95
6975,2389.0,65379,62990.0,3.65
6946,1574.0,41957,40383.0,3.75
8549,2272.0,67202,64930.0,3.38
12369,2854.0,66348,63494.0,4.3
1721,2082.0,67296,65214.0,3.09
10133,2378.0,56187,53809.0,4.23
6741,1415.0,40666,39251.0,3.48
9299,1496.0,55967,54471.0,2.67
13153,2043.0,53311,51268.0,3.83
4394,1843.0,53781,51938.0,3.43
9728,2310.0,65761,63451.0,3.51
7508,2492.0,67322,64830.0,3.7
13565,2116.0,48668,46552.0,4.35
12199,2219.0,65234,63015.0,3.4
13391,2278.0,57795,55517.0,3.94
6898,1338.0,21443,20105.0,6.24
1702,1945.0,61491,59546.0,3.16
11221,2180.0,64615,62435.0,3.37
7143,2238.0,65844,63606.0,3.4
6190,1599.0,40089,38490.0,3.99
7281,1855.0,50405,48550.0,3.68
11248,2526.0,70405,67879.0,3.59
10201,1777.0,66917,65140.0,2.66
12841,2636.0,67317,64681.0,3.92
13353,838.0,21620,20782.0,3.88
12373,1966.0,50044,48078.0,3.93
11729,2235.0,70294,68059.0,3.18
905,1819.0,58664,56845.0,3.1
13324,1731.0,59133,57402.0,2.93
12986,2264.0,67280,65016.0,3.37
13664,1128.0,52176,51048.0,2.16
9672,2089.0,66952,64863.0,3.12
11231,2312.0,66321,64009.0,3.49
10707,2464.0,67292,64828.0,3.66
13628,2198.0,56777,54579.0,3.87
962,1809.0,48331,46522.0,3.74
12917,2018.0,70368,68350.0,2.87
6088,877.0,28879,28002.0,3.04
1239,2012.0,56504,54492.0,3.56
5456,1344.0,38326,36982.0,3.51
13114,1046.0,25367,24321.0,4.12
5350,1259.0,40484,39225.0,3.11
5949,1870.0,46438,44568.0,4.03
12856,817.0,19443,18626.0,4.2
11182,1230.0,37324,36094.0,3.3
4158,2057.0,66164,64107.0,3.11
2153,2061.0,66982,64921.0,3.08
12929,2481.0,63120,60639.0,3.93
8063,515.0,16496,15981.0,3.12
6793,2622.0,67276,64654.0,3.9
6668,2159.0,67312,65153.0,3.21
8542,1731.0,61089,59358.0,2.83
9058,1435.0,41406,39971.0,3.47
6133,657.0,18706,18049.0,3.51
8309,2377.0,67255,64878.0,3.53
8116,2036.0,67223,65187.0,3.03
10729,948.0,23307,22359.0,4.07
12305,2110.0,67284,65174.0,3.14
13861,2055.0,56068,54013.0,3.67
12844,2384.0,67307,64923.0,3.54
6024,724.0,21457,20733.0,3.37
12943,2512.0,67299,64787.0,3.73
2074,1602.0,42937,41335.0,3.73
8912,745.0,20488,19743.0,3.64
2057,2081.0,67306,65225.0,3.09
13037,2437.0,67305,64868.0,3.62
1085,1747.0,50097,48350.0,3.49
3790,916.0,29749,28833.0,3.08
9781,805.0,27272,26467.0,2.95
13707,1505.0,56362,54857.0,2.67
6519,2078.0,66940,64862.0,3.1
11782,2161.0,67274,65113.0,3.21
7205,2331.0,67306,64975.0,3.46
9676,1668.0,45957,44289.0,3.63
4940,1198.0,38361,37163.0,3.12
681,2255.0,58037,55782.0,3.89
1338,1786.0,67270,65484.0,2.65
22494,412.0,7926,7514.0,5.2
13995,2217.0,55899,53682.0,3.97
13924,1929.0,54852,52923.0,3.52
4869,1935.0,66500,64565.0,2.91
2203,2215.0,67278,65063.0,3.29
9034,2074.0,67289,65215.0,3.08
12506,2587.0,67281,64694.0,3.85
18096,1028.0,17950,16922.0,5.73
6060,2511.0,67322,64811.0,3.73
14398,1934.0,52448,50514.0,3.69
17608,1204.0,19295,18091.0,6.24
10238,2630.0,67248,64618.0,3.91
10228,2418.0,64344,61926.0,3.76
1487,2003.0,53856,51853.0,3.72
14471,1789.0,52008,50219.0,3.44
2180,1761.0,52151,50390.0,3.38
8790,1051.0,67308,66257.0,1.56
15769,1558.0,40066,38508.0,3.89
4780,1985.0,67293,65308.0,2.95
2133,2149.0,67005,64856.0,3.21
19616,799.0,15650,14851.0,5.11
15628,1628.0,40086,38458.0,4.06
8062,1663.0,29594,27931.0,5.62
15762,1460.0,40046,38586.0,3.65
8939,1785.0,63131,61346.0,2.83
16543,1174.0,33385,32211.0,3.52
3399,2031.0,67328,65297.0,3.02
2373,1715.0,49269,47554.0,3.48
9049,1929.0,51901,49972.0,3.72
1703,2221.0,66423,64202.0,3.34
10803,2211.0,67209,64998.0,3.29
15062,1688.0,44980,43292.0,3.75
8181,1716.0,67314,65598.0,2.55
11244,2247.0,64749,62502.0,3.47
10932,1402.0,43984,42582.0,3.19
18002,1141.0,18695,17554.0,6.1
8965,1646.0,56144,54498.0,2.93
15478,642.0,20613,19971.0,3.11
3712,2784.0,65234,62450.0,4.27
7206,806.0,23929,23123.0,3.37
15577,1457.0,44880,43423.0,3.25
18963,984.0,16668,15684.0,5.9
3994,1409.0,42191,40782.0,3.34
4201,2104.0,65473,63369.0,3.21
7894,2049.0,66840,64791.0,3.07
12262,2320.0,67236,64916.0,3.45
176,1148.0,43953,42805.0,2.61
16326,1647.0,35590,33943.0,4.63
11731,2351.0,66185,63834.0,3.55
8385,2460.0,66463,64003.0,3.7
8838,2059.0,67308,65249.0,3.06
15006,1823.0,48065,46242.0,3.79
11122,2292.0,67320,65028.0,3.4
4085,1854.0,61919,60065.0,2.99
20271,830.0,14946,14116.0,5.55
8686,2316.0,64429,62113.0,3.59
